ID,Centro,Orden,Clase de orden,Aviso,Plan mant.prev.,Fecha entrada,Fe.inic.extrema,Fe.inicio real,Fe.fin extrema,Fin real (hora),Pto.tbjo.resp.,Grupo planif.,Ubicac.técnica,Equipo,Texto breve,Status sistema,TotalCostesPlan,Cst.tot.reales
,0954,7808620,M01,,59087,06/04/2014,01/07/2014,01/07/2014,02/07/2014,15:00:00,STUB00,007,DUC-TR-GSD-D0061-TRM01-TED01,,954IN MANTTO TED LA VENTA KM 0.000,CERR NOTI IMPR FCAP KKMP NLIQ PREC,41215.2,41215.2
,0954,7809753,M01,,59206,13/04/2014,19/08/2014,,20/08/2014,00:00:00,STUB10,007,DUC-TR-GSD-D0001-TRM05-VS024,,954INTMANTTO V.S. COLONIA HIDALGO KM,ABIE DMNV NLIQ PREC,87064.58,0
,0954,7809919,M01,,70496,13/04/2014,02/07/2014,02/07/2014,04/07/2014,08:00:00,PQ_SGD10,004,DVC-MI-028,,Verificacion de Celaje Terrestre DDV 028,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,10303.8,10303.8
,0954,7811949,M01,,49807,30/04/2014,31/07/2014,31/07/2014,31/07/2014,15:00:00,SCIV00,008,DUC-ED-MIN-COM01,20043802,Orden y Limpieza Estación Jaltipan.,CERR NOTI IMPR DMNV KKMP NLIQ PREC,20607.6,20607.6
,0954,7812706,M01,,67765,30/04/2014,18/08/2014,,18/08/2014,00:00:00,SMED10,010,ERM30038,20116643,MANTTO. PSV-30038-01-1P GAS CARGA PAJAR.,ABIE DMNV KKMP PREC,6182.28,0
,0954,7812707,M01,,67765,30/04/2014,19/08/2014,,19/08/2014,00:00:00,SMED10,010,ERM30038,20116644,MANTTO. PSV-30038-02-1P GAS CARGA PAJAR.,ABIE DMNV KKMP PREC,6182.28,0
,0954,7812824,M01,,70346,30/04/2014,15/07/2014,15/07/2014,17/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-VS537,,0959PQ_TUB00 VS TOLOSITA I KM 125+463,CERR NOTI IMPR DMNV KKMP NLIQ PREC,37093.68,42984.18
,0954,7813861,M01,,67754,05/05/2014,09/07/2014,09/07/2014,09/07/2014,11:00:00,SMED10,010,ERM30013,20041792,MANTTO. PSV-30013-01-1P MINSA,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7813862,M01,,67754,05/05/2014,09/07/2014,09/07/2014,09/07/2014,17:00:00,SMED10,010,ERM30013,20041798,MANTTO. PSV-30013-01-2P MINSA,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4645.12
,0954,7813875,M01,,67760,05/05/2014,12/08/2014,,14/08/2014,00:00:00,SMED10,010,ERM30020,20041874,MANTTO. PSV-30020-01-1P CLORO DE TEHUAN.,LIB. IMPR DMNV KKMP NLIQ PREC,24729.12,0
,0954,7814896,M01,,59140,11/05/2014,18/08/2014,,18/08/2014,00:00:00,SAUT10B,009,DUC-DI-GSD-REDMI-TRONC,20178747,"954INTSCADALP  V.T. LPG 20""  PAJ - PALOM",ABIE DMNV KKMP NLIQ PREC,3091.14,0
,0954,7814935,M01,,60948,11/05/2014,14/07/2014,14/07/2014,18/07/2014,15:00:00,STUB00,007,DUC-TR-GSD-D0001-TRM05-TRD02,,954INTMANTTO TRD  EST. 4  LA NORMA MI,CERR NOTI IMPR KKMP NLIQ PREC,74187.36,79423.36
,0954,7815076,M01,,67759,12/05/2014,07/07/2014,07/07/2014,07/07/2014,11:00:00,SMED10,010,ERM30019,20041871,MANTTO. PSV-30019-01-1P MAT. PRIMAS MTY,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7815077,M01,,67759,12/05/2014,07/07/2014,07/07/2014,07/07/2014,17:00:00,SMED10,010,ERM30019,20041860,MANTTO. PSV-30019-01-2P MAT. PRIMAS MTY,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4645.12
,0954,7815078,M01,,67759,12/05/2014,08/07/2014,08/07/2014,08/07/2014,11:00:00,SMED10,010,ERM30019,20041861,MANTTO. PSV-30019-02-1P MAT. PRIMAS MTY,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7815079,M01,,67759,12/05/2014,08/07/2014,08/07/2014,08/07/2014,17:00:00,SMED10,010,ERM30019,20041862,MANTTO. PSV-30019-02-2P MAT. PRIMAS MTY,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4645.12
,0954,7815100,M01,,70347,12/05/2014,15/07/2014,15/07/2014,15/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-VS538,,0959PQ_TUB00 VS TOLOSITA II KM 125+574,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7815103,M01,,70274,12/05/2014,14/07/2014,14/07/2014,14/07/2014,11:00:00,PQ_SGD10,004,DUC-TR-PQS-D0004-TRM01-TRD02,,EFECTUAR TRABAJO DE INSPECCIÓN DE SEGURI,CTEC NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7815257,M01,,84204,12/05/2014,04/07/2014,04/07/2014,04/07/2014,15:00:00,PQ_COR00,006,DVC-MI-043-PC002,,REVISION Y AJUSTE RECT TEMEX,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7815258,M01,,84204,12/05/2014,03/07/2014,03/07/2014,03/07/2014,15:00:00,PQ_COR00,006,DVC-MI-041-PC001,,REVISION Y AJUSTE RECT  JALTIPAN,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7816076,M01,,59138,18/05/2014,03/07/2014,03/07/2014,04/07/2014,09:00:00,SAUT10B,009,DUC-TR-GLP-D0001-TRM03-TRD02,,954INTSCADALP TED LOS COCOS MIL-002,CERR NOTI IMPR DMNV KKMP NLIQ PREC,10303.8,10303.8
,0954,7816919,M01,,33675,25/05/2014,01/08/2014,01/08/2014,01/08/2014,15:00:00,SAUT10,009,DUC-TR-GLP-D0001-TRM04-VS405,,At Usuarios recorrido recolectar datos S,CTEC NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7817061,M01,,53794,25/05/2014,09/07/2014,09/07/2014,09/07/2014,15:00:00,SAUT00,012,ESC-CH-AUX-TV012,,ECCHI MANTTO TANQUE ELEVADO DE AGUA SERV,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7817062,M01,,53828,25/05/2014,06/08/2014,,07/08/2014,00:00:00,SMCD00,011,ESC-CH-TUB-SEP,20185233,"ECCHI MANTTO SEPARADOR DE GAS ""C""",ABIE DMNV KKMP PREC,16486.08,0
,0954,7817084,M01,,55773,25/05/2014,14/08/2014,,20/08/2014,00:00:00,SRES00,004,DVC-MI-041,,"Verificacon de Anomalias TGN 12"" J-SC T2",ABIE DMNV KKMP PREC,61822.8,0
,0954,7817430,M01,,70381,25/05/2014,04/08/2014,04/08/2014,04/08/2014,15:00:00,PQ_TUB00,007,DUC-TR-PQS-D0003-TRM01-VS554,,0959PQ_TUB00 VS LAS MATAS KM 6+149,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,10303.8,10303.8
,0954,7818186,M01,,16572,01/06/2014,05/08/2014,05/08/2014,05/08/2014,11:00:00,STUB00,007,DUC-TR-GSD-D0038-TRM01-CRUCE,20180175,"Mantto. C.R. Arroyo Teapa GN 20"" Km 7.95",CTEC NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7818188,M01,,17356,01/06/2014,12/08/2014,12/08/2014,12/08/2014,17:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM03-CRUCE,20180194,"INSP.Y MANTTO. CC AGUA DULCE LPG 24""",CTEC NOTI IMPR KKMP NLIQ PREC,16486.08,17533.28
,0954,7818189,M01,,17357,01/06/2014,13/08/2014,,13/08/2014,00:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM03-CRUCE,20180211,"INSP. Y MANTTO. CC COATZA-VHSA LPG 24""",LIB. IMPR KKMP NLIQ PREC,23183.55,0
,0954,7818190,M01,,17359,01/06/2014,15/08/2014,,15/08/2014,00:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM03-CRUCE,20180210,"MANTTO. CC EL CHAPO-NANCHITAL LPG 24""",LIB. IMPR KKMP NLIQ PREC,20607.6,0
,0954,7818290,M01,,43593,01/06/2014,19/08/2014,,20/08/2014,00:00:00,SCIV00,008,DVP-MI-172,,"Mantenimiento camino de acceso GN 48"" DN",LIB. IMPR MACO NLIQ PREC,33031.96,0
,0954,7818442,M01,,53795,01/06/2014,10/07/2014,10/07/2014,10/07/2014,15:00:00,SAUT00,012,ESC-CH-AUX-TV013,,ECCHI MANTTO A INSTTOS ACUMULADORES DE A,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7818443,M01,,53802,01/06/2014,24/07/2014,24/07/2014,24/07/2014,17:00:00,SMCD00,011,ESC-CH-EDF,,ECCHI MANTTO AREA DE EDIFICIOS,CERR NOTI IMPR MACO MOVM NLIQ PREC,6402.28,6925.88
,0954,7818444,M01,,53829,01/06/2014,28/07/2014,28/07/2014,31/07/2014,17:00:00,SMCD00,011,ESC-CH-TUB-SEP,20185234,"ECCHI MANTTO SEPARADOR DE GAS ""D""",CERR NOTI IMPR MACO NLIQ PREC,65944.32,70133.12
,0954,7818445,M01,,53829,01/06/2014,04/07/2014,04/07/2014,07/07/2014,15:00:00,SAUT00,012,ESC-CH-TUB-SEP,20185234,"ECCHI MANTTO SEPARADOR DE GAS ""D""",CERR NOTI IMPR KKMP NLIQ PREC,16486.08,16486.08
,0954,7818446,M01,,53830,01/06/2014,01/07/2014,01/07/2014,01/07/2014,15:00:00,SMCD00,011,ESC-CH-TUB-CTAUX,20185317,ECCHI MANTTO RED AGUA DE SERVICIOS,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7818447,M01,,53788,01/06/2014,01/07/2014,01/07/2014,03/07/2014,15:00:00,SMCD00,011,ESC-CH-AUX-SEL,20184987,ECCHI MANTTO LINEA TRANS. 34.500 VOLTS,CERR NOTI IMPR KKMP NLIQ PREC,24729.12,24729.12
,0954,7818604,M01,,59372,01/06/2014,02/07/2014,02/07/2014,02/07/2014,09:00:00,SMED00,010,ERM30044,,954INTMEDICION GRUPO IDESA (GLICOLES),CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7818609,M01,,59052,01/06/2014,02/07/2014,02/07/2014,02/07/2014,17:00:00,SMED00,010,ERM30020,,954INTMED CLORO DE TEHUANTEPEC MI030,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6705.88
,0954,7818635,M01,,59050,01/06/2014,09/07/2014,09/07/2014,09/07/2014,08:00:00,SMED00,010,ERM30005,,954INTMED  PLANTA DE ETILENO PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7818636,M01,,59069,01/06/2014,30/07/2014,30/07/2014,30/07/2014,17:00:00,SAUT10,009,DUC-TR-GSD-D0012-TRM01-VS073,,954INTSCADAINSTTA  V.S. MDR COATZA MI025,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8766.64
,0954,7818716,M01,,65718,01/06/2014,01/07/2014,01/07/2014,01/07/2014,11:00:00,SMED00,010,ERM30018,,0954MED-ERM TERMINAL MARITIMA DE PEMEX,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7818720,M01,,65720,01/06/2014,01/07/2014,01/07/2014,01/07/2014,17:00:00,SMED00,010,ERM30040,,0954MED-ERM P. CRIOGENICA ANI. PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4645.12
,0954,7818789,M01,,70332,01/06/2014,14/08/2014,,14/08/2014,00:00:00,PQ_TUB00,007,DUC-TR-PQS-D0004-TRM01-TRD02,,0959PQ_TUB00 TRD TEMEX KM 31+330,LIB. IMPR KKMP NLIQ PREC,30911.4,0
,0954,7819339,M01,,,09/06/2014,04/08/2014,,08/08/2014,00:00:00,SCOR00,006,DVP-MI-173-PC022,20181152,REHABILITACION DE CAMA ANODICA,LIB. IMPR DMNV MOVM NLIQ PREC,258189.4,175759
,0954,7819507,M01,,14324,08/06/2014,04/08/2014,,05/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0086-TRM01-CRUCE,20180190,"Mantto. CC. Coatza-Vhsa GN 8"" Km 6.46",LIB. IMPR KKMP NLIQ PREC,20607.6,0
,0954,7819508,M01,,14327,08/06/2014,04/08/2014,,05/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0086-TRM01-CRUCE,20180191,"Mantto. Cruce FFCC GN 8"" Km 7.0",LIB. IMPR KKMP NLIQ PREC,20607.6,0
,0954,7819509,M01,,14362,08/06/2014,04/08/2014,,05/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0086-TRM01-CRUCE,20180192,"Mantto. CC. El Gallero GN 8"" Km 7.375",LIB. IMPR KKMP NLIQ PREC,20607.6,0
,0954,7819510,M01,,14849,08/06/2014,21/08/2014,,21/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0026-TRM01-CRUCE,20179815,Mantto. P.A. Garceño I DDV24 Km 7.8,ABIE DMNV PREC,22380.9,0
,0954,7819511,M01,,14850,08/06/2014,20/08/2014,,20/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0026-TRM01-CRUCE,20179816,"Mantto. P.A. La Quebrada GN 24"" Km 8.850",ABIE DMNV PREC,22380.9,0
,0954,7819512,M01,,14851,08/06/2014,21/08/2014,,21/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0026-TRM01-CRUCE,20179817,"Mantto. P.A. Matamoros GN24"" Km 9.850",ABIE DMNV PREC,22380.9,0
,0954,7819522,M01,,16477,08/06/2014,05/08/2014,05/08/2014,05/08/2014,11:00:00,STUB00,007,DUC-TR-GSD-D0038-TRM01-CRUCE,20180170,"Mantto. CC. Cangrejera GN 20"" Km 4.6",CTEC NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7819649,M01,,43604,08/06/2014,01/08/2014,,15/08/2014,00:00:00,SCIV00,008,DUC-ED-MIN-COM01,,Orden y Limpieza COM Minatitlán,LIB. IMPR KKMP NLIQ PREC,272020.32,0
,0954,7819651,M01,,43676,08/06/2014,15/07/2014,15/07/2014,15/07/2014,11:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM02-CRUCE,20180277,"Mantenimiento CR. Jaltepec TGN 12"" D.N.",CERR NOTI IMPR KKMP NLIQ PREC,10303.8,10303.8
,0954,7819652,M01,,43679,08/06/2014,15/07/2014,15/07/2014,15/07/2014,14:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM02-CRUCE,20180280,"Mantenimiento FFCC. Transismico TGN 12""",CERR NOTI IMPR KKMP NLIQ PREC,7727.85,7727.85
,0954,7819740,M01,,51236,08/06/2014,18/07/2014,18/07/2014,18/07/2014,14:00:00,SSEG10,004,DVP-MI-192,,Celaje Terrestre Ramal Terminal-Cloro T,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7819741,M01,,51237,08/06/2014,16/07/2014,16/07/2014,16/07/2014,07:41:20,SSEG10,004,DVP-MI-186,,Recorrido Celaje Terrestre Ramal Maseca,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7819742,M01,,51238,08/06/2014,16/07/2014,16/07/2014,16/07/2014,12:00:00,SSEG10,004,DVP-MI-184,,Celaje Terrestre Ramal Jaltipan-Mat. P.,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7819768,M01,,53799,08/06/2014,21/07/2014,21/07/2014,21/07/2014,17:00:00,SMCD00,011,ESC-CH-SPA-B1003,,"ECCHI MANTTO BOMBA PRESURIZADORA ""JOCKEY",CERR NOTI IMPR KKMP NLIQ PREC,12364.56,13149.96
,0954,7819769,M01,,53799,08/06/2014,16/07/2014,16/07/2014,16/07/2014,15:00:00,SAUT00,012,ESC-CH-SPA-B1003,,MANTENIMIENTO A BOMBA PRESURIZADORA JOCK,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7819770,M01,,53799,08/06/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,SMCD00,011,ESC-CH-SPA-B1003,,"ECCHI MANTTO BOMBA PRESURIZADORA ""JOCKEY",CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7819771,M01,,53800,08/06/2014,22/07/2014,22/07/2014,22/07/2014,17:00:00,SMCD00,011,ESC-CH-SPA-B4160,,ECCHI MANTTOBOMBA PRINCIPAL DE 4160 VCA.,CERR NOTI IMPR KKMP NLIQ PREC,12364.56,13149.96
,0954,7819772,M01,,53800,08/06/2014,30/07/2014,30/07/2014,30/07/2014,15:00:00,SAUT00,012,ESC-CH-SPA-B4160,,MANTENIMIENTO A LOS SISTEMAS DE CONTROL,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7819773,M01,,53800,08/06/2014,16/07/2014,16/07/2014,17/07/2014,11:00:00,SMCD00,011,ESC-CH-SPA-B4160,,ECCHI MANTTOBOMBA PRINCIPAL DE 4160 VCA.,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6444.08
,0954,7819775,M01,,53825,08/06/2014,07/08/2014,07/08/2014,07/08/2014,10:00:00,SMCD00,011,ESC-CH-TUB-CASUC,20185280,ECCHI MANTTO VALVULA PRESURIZADORA DESCA,CTEC NOTI IMPR MACO MOVM NLIQ PREC,7112.28,7112.28
,0954,7819776,M01,,53825,08/06/2014,31/07/2014,31/07/2014,31/07/2014,15:00:00,SAUT00,012,ESC-CH-TUB-CASUC,20185280,ECCHI MANTTO PREVENTIVO A VALVULA SOLENO,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7819777,M01,,53831,08/06/2014,28/08/2014,,28/08/2014,00:00:00,SMCD00,011,ESC-CH-TUB-CTAUX,20185318,ECCHI MANTTO RED AIRE DE PLANTA. MANTENI,ABIE DMNV KKMP PREC,8243.04,0
,0954,7819961,M01,,58183,08/06/2014,05/08/2014,,05/08/2014,00:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-VS449,,"Mantto.a  VS.MDR Malatengo TGN 12""",ABIE DMNV PREC,22404.81,0
,0954,7819962,M01,,58183,08/06/2014,05/08/2014,,05/08/2014,00:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM03-VS449,,Insp. y Seg. a  VS. MDR Malatengo,ABIE DMNV KKMP PREC,515.19,0
,0954,7819963,M01,,58193,08/06/2014,24/07/2014,24/07/2014,24/07/2014,15:00:00,SAUT10B,009,DUC-DI-GSD-REDMI-TRONC,,954INTSCADALP TRD REFI KM 27.58  MIL-037,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6182.28
,0954,7819985,M01,,59346,08/06/2014,08/07/2014,08/07/2014,08/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC012,,0954 REVISION Y AJUSTE RECT. TONALA II,CERR NOTI IMPR DMNV KKMP NLIQ PREC,1030.38,1030.38
,0954,7819986,M01,,59346,08/06/2014,08/07/2014,08/07/2014,08/07/2014,11:00:00,SCOR00,006,DVC-MI-024-PC011,,0954 REVISION Y AJUSTE RECT. TONALA I,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7819987,M01,,59346,08/06/2014,08/07/2014,08/07/2014,08/07/2014,17:00:00,SCOR00,006,DVC-MI-024-PC008,,0954 REVISION Y AJUSTE RECT. EST 2-2,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2584.36
,0954,7819988,M01,,59346,08/06/2014,08/07/2014,08/07/2014,08/07/2014,13:00:00,SCOR00,006,DVC-MI-023-PC002,,0954 REVISION Y AJUSTE RECT. EST 2-1,CERR NOTI IMPR DMNV KKMP NLIQ PREC,1030.38,1030.38
,0954,7819989,M01,,59346,08/06/2014,08/07/2014,08/07/2014,08/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC001,,0954 REV Y AJUSTE RECT. TONALA-CEIBA,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7819993,M01,,59154,08/06/2014,24/07/2014,24/07/2014,24/07/2014,17:00:00,SAUT10B,009,DUC-TR-GLP-D0010-TRM01-TRD02,,954INTSCADALP TRD REFI KM 27.58  MIL-037,CERR NOTI IMPR DMNV KKMP NLIQ PREC,6182.28,6705.88
,0954,7819997,M01,,59090,08/06/2014,04/07/2014,04/07/2014,04/07/2014,15:00:00,SMED00,010,ERM30019,,954INTMEDICION MATERIAS PRIMAS MONTERREY,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7820008,M01,,59076,08/06/2014,21/07/2014,21/07/2014,21/07/2014,10:00:00,SAUT10,009,ERM30002,,954INTSCADAGNELEC PLANT AMONIAC MI-009,CERR NOTI IMPR KKMP NLIQ PREC,3091.14,3091.14
,0954,7820011,M01,,59065,08/06/2014,14/07/2014,14/07/2014,14/07/2014,14:30:00,SAUT10,009,ERM30106,,954INTSCADAELEC TROY INDUSTRIAS MI-029,CERR NOTI IMPR KKMP NLIQ PREC,7727.85,7727.85
,0954,7820012,M01,,59065,08/06/2014,28/07/2014,28/07/2014,28/07/2014,15:00:00,SAUT10,009,ERM30106,,954INTSCADAINSTTA TROY INDUSTRIAS MI-029,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7820013,M01,,59065,08/06/2014,14/07/2014,14/07/2014,14/07/2014,11:00:00,SMED00,010,ERM30106,,954INTMED TROY INDUSTRIAS MI-029,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7820016,M01,,59347,08/06/2014,09/07/2014,09/07/2014,09/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC013,,0954 REVISION Y AJUSTE RECT GARCEÑO,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7820017,M01,,59347,08/06/2014,09/07/2014,09/07/2014,09/07/2014,10:00:00,SCOR00,006,DVP-MI-172-PC020,,0954 REVISION Y AJUSTE RECT CHOAPAS,CERR NOTI IMPR KKMP NLIQ PREC,3091.14,3091.14
,0954,7820018,M01,,59347,08/06/2014,09/07/2014,09/07/2014,09/07/2014,17:00:00,SCOR00,006,DVC-MI-023-PC003,,0954 REVISION Y AJUSTE RECT MATAMOROS,CERR NOTI IMPR KKMP NLIQ PREC,3091.14,3614.74
,0954,7820024,M01,,59075,08/06/2014,14/08/2014,,14/08/2014,00:00:00,STUB00,007,DUC-TR-GSD-D0027-TRM01-TRD02,,"954INTMANTTO TRD  24""  A. SAN FRANCISCO",ABIE DMNV NLIQ PREC,20678.62,0
,0954,7820119,M01,,66576,08/06/2014,18/07/2014,18/07/2014,18/07/2014,09:00:00,SSEG10,004,DVP-MI-191,,Celaje Terrestre Saladino,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7820128,M01,,66574,08/06/2014,18/07/2014,18/07/2014,18/07/2014,08:00:00,SSEG10,004,DVP-MI-189,,Celaje Terrestre Campo Agua dulce,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7820146,M01,,67756,08/06/2014,15/08/2014,,15/08/2014,00:00:00,SMED10,010,ERM30015,20041812,MANTTO. PSV-30015-01-1P SALES DEL ISTMO,ABIE DMNV KKMP PREC,6182.28,0
,0954,7820161,M01,,67736,08/06/2014,18/07/2014,18/07/2014,18/07/2014,15:00:00,SMED00,010,ERM30024,,0954SUP-ERM30024 TURBOS PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7820195,M01,,70212,08/06/2014,28/07/2014,28/07/2014,28/07/2014,11:00:00,PQ_SGD10,004,DVC-MI-122,,Recorrido Celaje Terrestre DDV 037A,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7820419,M01,,84204,09/06/2014,18/07/2014,18/07/2014,18/07/2014,11:00:00,PQ_COR00,006,DVC-MI-043-PC002,,0954 REVISION Y AJUSTE RECT TEMEX,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7820420,M01,,84204,09/06/2014,21/07/2014,21/07/2014,21/07/2014,10:00:00,PQ_COR00,006,DVC-MI-041-PC001,,0959 REVISION Y AJUSTE RECT  JALTIPAN,CERR NOTI IMPR DMNV KKMP NLIQ PREC,4636.71,4636.71
,0954,7820431,M01,,84768,09/06/2014,08/08/2014,,11/08/2014,00:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM04-TRD02,,954INTMANTTO TRD EST. 4 J. D. COV. KM,ABIE DMNV PREC,64004.37,0
,0954,7820436,M01,,84508,09/06/2014,07/07/2014,07/07/2014,25/07/2014,18:00:00,PQ_COR00,006,DUC-TR-PQS-D0001-TRM05,,"LEVANTAMIENTO POTENCIALES NH3 PQS 10""",CERR NOTI IMPR DMNV KKMP NLIQ PREC,180831.69,198895.89
,0954,7820471,M01,,84767,09/06/2014,17/07/2014,17/07/2014,18/07/2014,18:00:00,STUB00,007,DUC-TR-GSD-D0001-TRM06-TED01,,954INTMANTTO TED LA NORMA KM 225+000,CERR NOTI IMPR KKMP NLIQ PREC,41215.2,43178.7
,0954,7820700,M01,,,11/06/2014,21/07/2014,21/07/2014,01/08/2014,16:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM05,,TRABAJOS DE EXCAVACION MANUAL,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,206076,238801
,0954,7821219,M01,,51076,15/06/2014,10/07/2014,10/07/2014,10/07/2014,15:00:00,SSEG10,004,DVC-MI-023,,Recorrido Celaje Terrestre D.D.V. 23,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7821220,M01,,51077,15/06/2014,01/07/2014,01/07/2014,02/07/2014,15:00:00,SSEG10,004,DVC-MI-030,,Recorrido Celaje Terrestre D.D.V. 30,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7821224,M01,,51234,15/06/2014,09/07/2014,09/07/2014,09/07/2014,15:00:00,SSEG10,004,DVC-MI-047,,Recorrido Celaje Terrestre D.D.V.47,CERR NOTI IMPR DMNV KKMP NLIQ PREC,4121.52,4121.52
,0954,7821225,M01,,51243,15/06/2014,18/07/2014,18/07/2014,18/07/2014,14:00:00,SSEG10,004,DVP-MI-183,,Recorrido Celaje Terrestre Ramales,CERR NOTI IMPR FCAP KKMP NLIQ PREC,1030.38,1030.38
,0954,7821228,M01,,51417,15/06/2014,15/08/2014,,15/08/2014,00:00:00,SSEG10,004,DUC-DI-GSD-REDMI-TRONC,20178760,Inspeccion/Auditorias V.T.Jaltipan L,ABIE DMNV KKMP PREC,2060.76,0
,0954,7821240,M01,,53803,15/06/2014,29/07/2014,29/07/2014,29/07/2014,09:00:00,SMCD00,011,ESC-CH-EDF-REG,,ECCHI MANTTO REGISTROS Y TRINCHERAS DE E,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821354,M01,,55771,15/06/2014,18/07/2014,18/07/2014,18/07/2014,10:00:00,SSEG10,004,DVC-MI-180,,Recorrido C. T. DDV NVSO 002,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821432,M01,,59350,15/06/2014,14/07/2014,14/07/2014,14/07/2014,09:00:00,SCOR00,006,DVC-MI-047-PC019,,0954 REVISION Y AJUSTE RECT CARRIZAL,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
